B03002,Hispanic or Latino Origin by Race,,,,,,,,
zip,Total,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino
12059,1682,1662,5,0,15,0,0,0,0
12060,1414,1406,0,3,2,0,0,3,0
12061,9656,8754,150,21,501,0,10,74,146
12062,1546,1526,0,0,10,0,0,4,6
12063,524,524,0,0,0,0,0,0,0
12064,341,266,48,11,0,0,0,5,11
12065,42701,35200,1388,108,2535,0,180,1205,2085
12066,1623,1578,4,0,9,0,0,4,28
12067,1519,1491,0,0,0,0,0,9,19
12068,3238,2855,3,0,0,0,0,60,320
12069,203,203,0,0,0,0,0,0,0
12070,1669,1584,13,0,23,0,0,0,49
12071,346,346,0,0,0,0,0,0,0
12072,3097,2786,55,0,9,0,0,107,140
12074,3046,2830,17,0,61,0,3,11,124
12075,2959,2637,55,0,0,0,0,46,221
12076,1308,1187,6,0,10,0,0,12,93
12077,6745,5655,212,5,402,0,0,208,263
12078,23419,21535,305,153,185,7,0,306,928
12083,3939,3685,17,0,15,0,56,26,140
12084,5005,3186,210,0,1306,0,0,16,287
12085,424,333,37,0,0,0,0,41,13
12086,1453,1402,0,0,0,0,0,3,48
12087,1109,1109,0,0,0,0,0,0,0
12089,64,64,0,0,0,0,0,0,0
12090,6350,5982,0,8,8,0,0,50,302
12092,752,701,0,0,0,0,0,45,6
12093,1545,1499,2,0,1,0,0,11,32
12094,2398,2197,30,0,0,0,0,0,171
12095,12046,10802,605,0,39,0,0,166,434
12106,2333,2249,0,0,0,0,0,2,82
12108,393,387,2,0,0,0,0,0,4
12110,21665,16955,1070,0,1798,43,60,423,1316
12115,61,61,0,0,0,0,0,0,0
12116,1712,1681,0,0,0,0,0,14,17
12117,3133,3096,4,0,0,0,0,14,19
12118,15508,14206,164,63,594,0,0,257,224
12120,683,649,9,0,0,0,0,0,25
12121,1972,1710,33,0,5,0,0,14,210
12122,4170,3853,24,0,50,0,0,89,154
12123,5398,4982,131,1,0,0,1,237,46
12124,711,601,2,0,0,0,0,0,108
12125,1483,1443,0,0,13,0,0,0,27
12130,720,720,0,0,0,0,0,0,0
12131,91,89,0,0,0,0,0,0,2
12132,297,273,0,5,0,0,0,19,0
12134,4059,3919,11,0,9,2,0,49,69
12136,732,673,19,0,0,0,0,28,12
12137,1764,1645,20,0,50,0,0,0,49
12138,3218,3048,16,0,7,0,0,30,117
12139,146,144,0,0,0,0,0,2,0
12140,1690,1634,17,7,0,0,0,30,2
12143,4728,4501,160,0,0,0,0,40,27
12144,20205,16654,824,46,783,0,8,909,981
12147,487,480,5,0,0,0,0,2,0
12148,4333,3783,45,0,198,0,0,98,209
12149,2423,2288,55,12,28,7,0,18,15
12150,916,828,0,0,0,0,0,0,88
12151,911,876,5,0,6,0,0,18,6
12153,993,918,0,0,30,0,0,45,0
12154,2901,2799,19,1,4,0,0,52,26
12155,2119,2007,3,0,2,0,0,59,48
12156,1053,1018,0,0,0,0,0,10,25
12157,4417,4139,100,0,21,0,0,22,135
12158,6945,6277,159,0,264,0,0,69,176
12159,7870,6807,113,9,535,0,17,190,199
12160,962,895,6,3,9,0,0,8,41
12161,191,191,0,0,0,0,0,0,0
12164,387,373,14,0,0,0,0,0,0
12165,161,161,0,0,0,0,0,0,0
12166,1148,1125,0,1,5,0,0,9,8
12167,2678,2537,18,0,36,0,0,12,75
12168,2033,2033,0,0,0,0,0,0,0
12169,252,246,0,0,0,0,0,6,0
12170,4958,4689,16,7,3,0,0,83,160
12172,296,296,0,0,0,0,0,0,0
12173,1999,1795,23,0,0,0,6,57,118
12174,375,313,0,0,0,0,0,23,39
12175,528,492,2,0,24,0,0,0,10
12176,451,420,0,0,10,0,0,8,13
12177,281,265,0,0,16,0,0,0,0
12180,53464,37589,6602,21,2556,0,40,2304,4352
12182,14432,11186,1583,8,106,0,222,613,714
12183,2592,2185,134,0,40,0,0,75,158
12184,6840,5998,163,17,30,0,4,161,467
12185,2006,1985,0,0,5,2,0,6,8
12186,6193,5906,32,0,79,0,0,92,84
12187,513,508,0,0,0,0,0,0,5
12188,11415,10564,69,55,192,0,81,73,381
12189,17290,12245,1241,22,1550,0,99,864,1269
12190,821,818,3,0,0,0,0,0,0
12192,1867,1687,3,0,0,0,0,22,155
12193,1855,1845,0,0,10,0,0,0,0
12194,156,153,0,0,0,0,0,3,0
12195,113,113,0,0,0,0,0,0,0
12196,3522,3414,47,0,0,0,0,5,56
12197,1880,1665,20,0,0,0,0,95,100
12198,7871,7373,0,0,130,0,19,139,210
12202,8342,2125,4613,6,331,0,10,407,850
12203,30010,22687,2687,14,2074,11,65,776,1696
12204,8318,3136,2665,0,945,50,16,809,697
12205,26941,21251,1437,43,2383,0,21,806,1000
12206,16480,3994,7159,54,1233,0,125,1406,2509
12207,2202,614,1259,0,48,0,0,129,152
12208,21666,15144,2176,8,2054,0,130,841,1313
12209,9978,4629,2221,0,1018,0,75,483,1552
12210,9583,3865,4110,0,271,0,21,545,771
12211,10990,8991,303,10,1031,0,0,329,326
12222,6198,3466,918,0,434,0,34,163,1183
12302,27377,25027,383,14,226,10,43,512,1162
12303,28488,19689,2679,0,1472,38,955,1301,2354
12304,22230,12342,3637,155,1211,0,1024,1477,2384
12305,5519,3687,1087,47,138,0,0,204,356
12306,26799,21871,1738,17,606,0,355,892,1320
12307,7031,2011,2343,7,321,0,558,607,1184
12308,14699,8607,2473,69,966,36,438,758,1352
12309,30007,24957,921,23,2582,0,11,699,814
12401,35192,24470,3846,31,909,7,67,1274,4588
12404,3334,2821,70,8,66,0,0,114,255
12405,633,587,0,0,21,0,0,0,25
12406,947,656,0,10,8,0,0,4,269
12407,165,139,4,0,10,0,0,0,12
12409,703,654,3,0,32,0,0,0,14
12410,370,352,0,0,0,0,7,0,11
12411,353,278,0,0,0,0,0,75,0
12412,473,415,0,0,32,0,0,26,0
12413,2813,2359,18,0,22,0,0,143,271
12414,9979,8021,982,190,116,3,0,79,588
12416,341,133,0,0,0,0,0,14,194
12417,421,262,28,0,0,0,0,131,0
12418,567,530,26,0,0,0,0,11,0
12419,624,592,8,0,0,0,0,7,17
12420,242,242,0,0,0,0,0,0,0
12421,236,236,0,0,0,0,0,0,0
12422,353,353,0,0,0,0,0,0,0
12423,1050,937,52,0,14,0,10,0,37
12424,239,237,0,0,0,0,0,0,2
12427,600,570,0,0,13,0,0,0,17
12428,6885,3987,468,10,254,0,71,322,1773
12429,324,324,0,0,0,0,0,0,0
12430,1119,881,0,0,35,0,58,34,111
12431,1120,1072,0,0,0,0,0,0,48
12432,225,217,0,0,0,0,0,0,8
12433,579,579,0,0,0,0,0,0,0
12434,842,831,0,0,0,0,0,11,0
12435,250,245,0,0,0,0,0,0,5
12436,94,94,0,0,0,0,0,0,0
12438,31,8,0,0,14,0,0,9,0
12439,348,348,0,0,0,0,0,0,0
12440,1997,1725,154,5,31,0,0,20,62
12441,83,83,0,0,0,0,0,0,0
12442,675,669,0,0,0,0,0,0,6
12443,3317,2963,70,9,14,0,0,43,218
12444,567,542,0,18,1,0,0,0,6
12446,5063,4081,142,11,4,0,24,410,391
12448,413,413,0,0,0,0,0,0,0
12449,3436,2499,289,0,48,0,0,206,394
12450,181,181,0,0,0,0,0,0,0
12451,1531,1374,5,0,0,0,0,0,152
12452,275,275,0,0,0,0,0,0,0
12453,222,84,0,0,0,0,0,21,117
12454,366,366,0,0,0,0,0,0,0
12455,1755,1581,13,0,21,0,0,33,107
12456,1123,952,34,0,0,0,0,0,137
12457,1070,983,9,0,13,0,0,65,0
12458,2778,1751,360,4,35,0,3,113,512
12459,213,213,0,0,0,0,0,0,0
12460,416,394,0,0,0,0,0,0,22
12461,1654,1229,1,0,97,95,0,29,203
12463,1895,1438,17,13,30,0,0,298,99
12464,792,788,0,0,0,0,0,0,4
12465,206,199,0,0,0,0,0,0,7
12466,2241,1987,2,0,52,0,103,35,62
12468,998,961,0,0,5,0,0,32,0
12469,607,582,0,0,0,0,0,5,20
12470,512,512,0,0,0,0,0,0,0
12471,281,266,0,0,0,0,0,0,15
12472,1464,1288,42,0,24,0,0,37,73
12473,726,723,0,0,0,0,0,0,3
12474,1035,985,38,0,0,0,0,0,12
12475,339,287,0,0,0,0,0,42,10
12477,18060,16439,166,44,71,0,9,419,912
12480,588,521,0,0,12,0,0,17,38
12481,1650,1566,0,24,21,0,0,39,0
12482,196,134,0,0,0,0,0,43,19
12483,267,267,0,0,0,0,0,0,0
12484,2612,2179,0,0,225,0,0,144,64
12485,1256,1239,0,0,17,0,0,0,0
12486,1623,1430,47,0,23,0,0,23,100
12487,3370,2936,31,0,7,0,0,111,285
12489,1149,392,316,0,6,0,0,43,392
12490,27,27,0,0,0,0,0,0,0
12491,1478,1317,6,0,0,0,0,105,50
12492,140,126,0,0,0,0,0,0,14
12493,128,73,6,0,0,0,6,4,39
12494,519,482,24,0,0,0,0,0,13
12495,131,101,0,0,15,0,0,0,15
12496,1456,1399,0,0,6,0,0,24,27
12498,5045,4443,185,0,152,0,0,124,141
12501,2645,1911,77,0,14,0,25,60,558
12502,1138,1047,37,0,19,0,0,21,14
12503,573,479,22,0,10,0,0,0,62
12504,1494,1010,68,15,183,0,0,73,145
12507,250,213,14,0,15,0,0,0,8
12508,19825,11846,3002,97,394,13,0,690,3783
12512,151,151,0,0,0,0,0,0,0
12513,295,295,0,0,0,0,0,0,0
12514,2807,2472,66,0,113,0,0,30,126
12515,1453,1048,63,0,0,0,36,0,306
12516,1747,1624,0,0,38,0,0,55,30
12517,501,394,0,0,0,0,0,62,45
12518,5732,4814,124,0,123,0,1,48,622
12520,2932,2619,13,0,63,19,0,0,218
12521,1349,1297,1,0,8,0,6,18,19
12522,4659,3819,13,0,57,0,0,5,765
12523,1626,1493,21,0,17,0,0,32,63
12524,15934,10833,1476,28,1107,0,19,260,2211
12525,2956,2756,0,0,0,0,71,62,67
12526,3622,3299,32,0,34,0,18,88,151
12527,0,0,0,0,0,0,0,0,0
12528,12797,10520,576,2,199,0,48,270,1182
12529,2453,2316,0,3,0,0,0,21,113
12530,61,61,0,0,0,0,0,0,0
12531,3171,2901,22,0,38,0,0,172,38
12533,25426,20081,1244,49,1116,0,69,696,2171
12534,18007,13361,1915,4,796,0,96,749,1086
12538,14081,10416,926,31,686,8,14,249,1751
12540,8248,6889,215,5,323,0,11,104,701
12542,5622,4808,211,0,93,0,0,100,410
12543,3535,2352,496,16,30,0,0,7,634
12545,4674,3849,248,10,101,0,4,71,391
12546,2885,2336,98,0,67,0,0,43,341
12547,2855,2599,47,0,20,0,0,38,151
12548,1306,1020,135,0,0,0,0,0,151
12549,10915,8602,682,0,111,0,0,262,1258
12550,55149,22197,10673,94,1122,0,283,1348,19432
12553,26674,15245,3337,12,1287,29,57,557,6150
12561,18713,15175,750,29,578,0,80,230,1871
12563,8431,5966,661,47,146,18,13,69,1511
12564,7549,5738,297,0,146,5,0,142,1221
12565,1123,1004,24,0,19,0,0,38,38
12566,11571,9862,446,0,0,0,40,115,1108
12567,2633,2467,14,0,21,14,11,8,98
12569,10047,8417,300,0,161,0,87,363,719
12570,6827,5760,276,0,133,0,0,35,623
12571,9984,8702,303,0,236,0,13,173,557
12572,8892,7867,206,0,238,0,26,84,471
12574,388,311,0,0,44,0,0,0,33
12575,2308,1333,226,0,0,0,0,0,749
12577,1783,1467,172,0,0,0,14,47,83
12578,2123,1955,18,0,44,0,0,93,13
12580,4479,3860,117,0,55,4,0,174,269
12581,2358,2031,1,0,36,0,0,0,290
12582,6423,4141,1140,0,124,0,223,100,695
12583,2269,2073,8,0,49,0,0,14,125
12585,879,731,136,2,10,0,0,0,0
12586,12246,8862,1030,0,107,8,65,81,2093
12589,16882,11053,1793,0,342,0,128,380,3186
12590,34910,24661,1959,30,1886,2,237,613,5522
12592,1453,1167,86,0,23,0,0,0,177
12594,4332,3241,200,0,13,0,0,10,868
12601,41392,20392,11433,81,949,5,228,2124,6180
12603,42540,29705,4814,81,1861,56,87,913,5023
12604,591,346,40,0,113,0,0,52,40
12701,11526,4879,2143,65,335,0,0,364,3740
12719,1145,1050,35,6,9,0,0,0,45
12720,158,92,0,0,0,0,0,0,66
12721,6387,5001,68,216,59,0,0,140,903
12722,85,85,0,0,0,0,0,0,0
12723,1625,1155,160,5,22,0,0,57,226
12724,255,225,0,0,7,0,0,23,0
12725,119,106,0,0,3,0,0,0,10
12726,1222,995,78,0,2,0,0,50,97
12729,1797,1304,332,0,22,0,0,11,128
12732,516,489,0,0,3,0,0,0,24
12733,1367,814,177,6,36,0,1,47,286
12734,890,662,0,0,0,0,0,0,228
12736,46,46,0,0,0,0,0,0,0
12737,1963,1682,29,0,31,0,0,57,164
12738,304,292,0,0,0,0,0,0,12
12740,2035,1761,69,0,0,0,0,14,191
12741,214,205,3,0,0,0,0,0,6
12742,102,73,0,0,0,0,0,0,29
12743,420,399,3,0,3,0,0,5,10
12745,100,95,0,0,0,0,0,5,0
12746,948,847,0,0,50,0,0,18,33
12747,2035,1295,103,0,293,0,0,111,233
12748,2215,1938,25,0,23,0,7,27,195
12749,227,206,0,0,0,0,0,0,21
12750,326,309,16,1,0,0,0,0,0
12751,1152,727,92,0,23,0,0,92,218
12752,270,263,7,0,0,0,0,0,0
12754,6602,4183,768,0,84,0,100,32,1435
12758,3835,2913,80,0,26,0,236,437,143
12759,2058,1298,170,0,6,0,0,13,571
12760,514,421,0,0,0,0,0,5,88
12762,545,498,0,0,0,0,0,0,47
12763,628,504,8,0,0,0,0,14,102
12764,1650,1465,51,12,49,0,0,25,48
12765,951,919,5,0,0,0,0,12,15
12766,364,364,0,0,0,0,0,0,0
12767,140,130,0,0,0,0,0,0,10
12768,867,641,0,8,0,0,0,0,218
12769,332,273,59,0,0,0,0,0,0
12770,246,200,0,0,6,0,0,0,40
12771,14788,11256,614,62,557,0,18,459,1822
12775,1845,1351,194,0,74,0,0,42,184
12776,2078,1722,22,4,5,0,0,48,277
12777,1005,927,25,3,5,0,0,2,43
12778,627,599,0,0,17,0,0,11,0
12779,1930,944,334,0,0,0,0,0,652
12780,2206,2004,65,0,0,0,0,73,64
12781,278,120,41,0,0,0,0,0,117
12783,2048,1610,125,17,24,0,0,18,254
12784,44,17,27,0,0,0,0,0,0
12785,953,743,67,0,12,0,0,15,116
12786,354,344,0,0,0,0,0,0,10
12787,322,313,0,0,9,0,0,0,0
12788,2980,1842,437,4,14,0,0,167,516
12789,2081,1401,133,0,0,0,0,185,362
12790,4058,3486,103,0,62,0,0,35,372
12791,523,439,28,0,22,0,0,34,0
12792,272,270,0,0,2,0,0,0,0
12801,14358,12847,192,8,202,36,0,334,739
12803,8357,8080,1,46,0,0,0,107,123
12804,26187,24674,322,149,348,0,18,119,557
12808,269,257,0,0,0,0,0,12,0
12809,3612,3521,9,12,8,0,11,23,28
12810,671,651,6,0,0,0,0,3,11
12811,91,85,0,0,0,0,0,6,0
12812,143,143,0,0,0,0,0,0,0
12814,1284,1165,61,0,0,0,10,0,48
12815,1065,1013,0,0,0,0,0,43,9
12816,4371,4083,69,13,71,0,0,38,97
12817,1905,1879,3,0,10,0,0,0,13
12819,269,260,0,0,0,0,0,9,0
12821,2869,825,1228,12,15,0,0,56,733
12822,6060,5829,42,0,0,0,0,102,87
12823,227,227,0,0,0,0,0,0,0
12824,1036,1006,11,0,0,0,0,0,19
12827,3622,3383,80,0,58,7,0,49,45
12828,9481,9324,11,7,0,0,0,100,39
12831,16517,15652,120,0,125,0,26,117,477
12832,6502,6243,0,54,79,0,0,68,58
12833,4134,3839,22,21,52,0,0,143,57
12834,6665,6439,20,0,67,0,0,63,76
12835,2456,2354,18,0,0,0,0,62,22
12836,582,565,0,0,0,0,0,2,15
12837,1142,1136,0,0,0,0,0,4,2
12838,555,552,0,0,0,0,0,3,0
12839,12838,11755,257,67,24,0,15,253,467
12841,165,165,0,0,0,0,0,0,0
12842,797,762,3,0,3,0,0,29,0
12843,547,522,0,0,0,0,0,20,5
12844,250,233,11,0,0,0,0,0,6
12845,4570,4272,66,15,40,0,0,53,124
12846,3249,3206,11,0,0,0,0,7,25
12847,375,344,14,5,0,0,0,0,12
12849,297,283,2,0,0,0,0,0,12
12850,2887,2781,41,0,9,0,0,19,37
12851,394,386,0,0,0,0,0,8,0
12852,375,356,2,2,2,0,0,9,4
12853,1836,1701,10,0,26,0,0,70,29
12855,210,204,0,0,0,0,2,0,4
12856,218,218,0,0,0,0,0,0,0
12857,685,682,0,0,0,0,0,0,3
12858,116,116,0,0,0,0,0,0,0
12859,2617,2602,0,0,0,0,0,0,15
12860,526,502,4,0,4,0,0,16,0
12861,627,611,0,0,6,0,0,9,1
12862,0,0,0,0,0,0,0,0,0
12863,835,835,0,0,0,0,0,0,0
12864,22,22,0,0,0,0,0,0,0
12865,3551,3426,26,9,8,0,11,26,45
12866,39689,35671,870,45,1318,0,37,568,1180
12870,1816,1805,2,1,0,0,0,6,2
12871,4418,4229,51,0,18,0,0,19,101
12872,40,40,0,0,0,0,0,0,0
12873,863,839,2,0,0,0,0,0,22
12874,156,153,0,0,0,0,0,3,0
12878,624,596,16,0,0,0,0,0,12
12883,4845,4743,14,0,22,0,0,55,11
12884,585,554,12,0,0,0,0,2,17
12885,4410,4262,67,0,3,0,0,38,40
12886,244,244,0,0,0,0,0,0,0
12887,4745,4634,8,6,0,0,15,40,42
12901,33312,30129,1015,78,748,12,81,522,727
12903,1283,1150,22,0,51,0,0,44,16
12910,2183,1718,223,3,21,0,0,70,148
12911,0,0,0,0,0,0,0,0,0
12912,2209,2166,0,0,0,0,0,30,13
12913,1104,1092,0,0,0,0,0,7,5
12914,928,786,0,105,4,0,0,33,0
12916,2108,1994,15,53,3,0,0,37,6
12917,1378,1260,48,0,1,0,0,12,57
12918,2210,2066,22,28,0,0,0,0,94
12919,2974,2923,0,6,12,0,6,4,23
12920,2285,2196,19,3,5,0,5,10,47
12921,2734,2568,7,0,13,0,76,27,43
12922,33,32,1,0,0,0,0,0,0
12923,562,546,5,0,3,0,0,8,0
12924,97,97,0,0,0,0,0,0,0
12926,2304,2164,17,68,0,0,0,9,46
12927,254,254,0,0,0,0,0,0,0
12928,1988,1923,2,4,1,0,0,0,58
12929,3982,1539,1693,0,8,0,20,4,718
12930,748,661,0,0,7,18,0,47,15
12932,1157,1076,19,0,0,0,3,13,46
12933,59,44,0,0,0,0,0,0,15
12934,1007,993,0,0,9,0,0,3,2
12935,1551,1496,5,0,0,0,0,34,16
12936,439,438,1,0,0,0,0,0,0
12937,2014,1237,74,435,2,0,20,208,38
12939,223,223,0,0,0,0,0,0,0
12941,1242,1192,12,1,0,0,0,6,31
12942,837,794,0,0,1,0,21,11,10
12943,358,352,0,0,0,0,0,6,0
12944,3764,3587,26,26,1,3,0,29,92
12945,492,492,0,0,0,0,0,0,0
12946,4746,4490,66,11,23,4,0,7,145
12950,706,648,34,3,0,0,0,15,6
12952,448,236,183,9,11,0,7,0,2
12953,15374,11973,2218,20,84,2,13,26,1038
12955,334,321,0,0,0,0,0,13,0
12956,1538,1396,93,0,0,0,0,8,41
12957,1723,1701,0,22,0,0,0,0,0
12958,1881,1807,0,0,0,0,0,17,57
12959,1454,1449,0,0,0,0,0,0,5
12960,857,835,3,19,0,0,0,0,0
12961,264,182,0,0,0,0,54,0,28
12962,5256,5044,30,8,117,0,0,36,21
12964,148,129,0,0,16,0,0,3,0
12965,498,485,0,0,11,0,0,0,2
12966,2858,2718,0,50,7,0,3,5,75
12967,1094,1050,3,6,3,0,0,0,32
12969,421,366,0,9,0,0,0,39,7
12970,935,802,69,13,33,0,0,2,16
12972,5983,5720,36,0,62,0,2,27,136
12973,104,104,0,0,0,0,0,0,0
12974,1529,1408,7,18,0,0,3,58,35
12975,264,262,0,0,2,0,0,0,0
12976,225,203,0,0,0,2,0,4,16
12977,1874,500,789,0,0,0,10,63,512
12978,328,302,0,0,0,0,0,0,26
12979,2356,2260,8,10,26,3,4,32,13
12980,1321,1300,0,6,0,0,0,12,3
12981,2341,2282,0,0,31,0,0,0,28
12983,7463,6805,301,96,0,0,8,31,222
12985,1328,1195,0,53,0,0,0,32,48
12986,5941,5479,97,20,18,0,0,75,252
12987,198,196,0,0,0,0,0,2,0
12989,998,966,0,0,12,5,0,15,0
12992,4197,3983,7,0,21,0,0,55,131
12993,1330,1306,8,2,2,0,0,12,0
12996,2119,1954,5,2,9,0,19,39,91
12997,1069,994,2,16,3,0,0,33,21
12998,390,305,0,12,21,0,0,52,0
13020,99,99,0,0,0,0,0,0,0
13021,37841,33785,1512,35,271,0,43,1197,998
13024,1709,321,1033,7,0,0,0,8,340
13026,1677,1425,21,12,13,0,0,35,171
13027,33049,30885,488,69,291,0,16,470,830
13028,1229,1196,0,0,0,0,0,33,0
13029,7168,6857,0,0,127,0,0,67,117
13030,3518,3407,0,0,5,0,0,98,8
13031,15080,13919,208,11,360,0,8,240,334
13032,12208,11660,32,134,18,0,0,333,31
13033,3774,3695,7,0,4,0,6,46,16
13034,2021,1934,12,2,14,5,2,25,27
13035,8422,7814,206,39,84,0,22,24,233
13036,9064,8794,86,22,16,0,0,58,88
13037,9787,9162,152,70,6,0,0,99,298
13039,17028,16057,285,25,268,0,0,200,193
13040,2337,2175,11,18,2,0,0,34,97
13041,11409,9638,958,18,231,0,0,229,335
13042,2224,2213,0,0,1,0,0,10,0
13044,2595,2541,0,0,0,0,0,54,0
13045,28916,26214,849,28,260,0,25,630,910
13051,157,157,0,0,0,0,0,0,0
13052,1541,1513,5,6,4,0,0,5,8
13053,5006,4492,140,5,120,0,14,79,156
13054,1775,1753,0,0,0,0,0,22,0
13057,13643,12621,109,15,315,9,75,216,283
13060,2912,2682,9,6,35,0,0,127,53
13061,1087,1006,59,0,0,0,0,0,22
13062,41,41,0,0,0,0,0,0,0
13063,1934,1744,0,8,30,0,0,0,152
13064,165,165,0,0,0,0,0,0,0
13066,12525,11021,266,0,327,0,15,612,284
13068,5231,4816,67,7,47,0,0,168,126
13069,24166,22636,194,56,55,0,0,341,884
13071,949,879,0,2,7,0,0,3,58
13072,819,781,0,26,0,0,12,0,0
13073,6534,5897,99,10,102,0,0,163,263
13074,4050,3995,1,4,9,0,0,21,20
13076,2397,2252,0,0,20,0,0,61,64
13077,7015,6825,3,0,80,0,0,49,58
13078,10889,8652,559,78,1038,0,7,384,171
13080,3210,3040,5,15,0,0,0,46,104
13081,1102,1055,0,0,0,0,0,1,46
13082,4258,4159,3,21,43,0,0,23,9
13083,2029,2001,2,0,5,0,0,15,6
13084,3659,3493,39,34,0,4,0,78,11
13087,134,134,0,0,0,0,0,0,0
13088,21917,19539,754,23,456,0,37,585,523
13090,29869,25253,1472,63,784,10,14,1231,1042
13092,2626,2512,0,3,0,0,0,4,107
13101,2311,2161,9,0,0,0,0,60,81
13102,47,47,0,0,0,0,0,0,0
13103,213,203,0,0,3,0,0,7,0
13104,16052,14040,140,38,1221,0,14,269,330
13108,6095,5806,33,0,65,0,0,72,119
13110,2081,2035,0,0,6,0,0,21,19
13111,1706,1688,0,0,0,0,0,18,0
13112,1673,1666,7,0,0,0,0,0,0
13113,294,292,0,2,0,0,0,0,0
13114,6350,6115,46,3,42,0,17,101,26
13115,212,206,0,0,0,0,0,6,0
13116,3468,2798,123,0,20,0,0,62,465
13117,287,284,0,3,0,0,0,0,0
13118,6159,5357,520,0,28,0,6,108,140
13120,2109,1345,387,247,43,0,0,25,62
13122,1239,1230,9,0,0,0,0,0,0
13123,451,451,0,0,0,0,0,0,0
13124,83,81,0,0,0,0,0,0,2
13126,35833,32167,713,34,469,10,43,726,1671
13131,3611,3449,16,1,42,0,0,60,43
13132,3541,3343,37,0,58,0,0,40,63
13134,216,193,0,0,0,0,0,23,0
13135,6392,6025,1,16,52,0,0,92,206
13136,417,412,0,0,0,0,0,0,5
13138,56,56,0,0,0,0,0,0,0
13140,4571,4333,10,0,17,0,11,57,143
13141,616,616,0,0,0,0,0,0,0
13142,6522,6384,18,0,3,0,0,92,25
13143,2681,2511,103,0,24,0,0,14,29
13144,1774,1702,15,3,0,0,0,8,46
13145,1457,1430,5,0,0,1,0,21,0
13146,2462,2128,22,17,9,0,10,132,144
13147,1104,1008,0,0,0,0,0,0,96
13148,10535,9639,254,65,206,0,2,74,295
13152,8025,7749,10,25,27,16,0,59,139
13153,408,408,0,0,0,0,0,0,0
13155,497,472,0,0,0,0,0,2,23
13156,1870,1849,10,3,0,0,0,8,0
13157,603,547,24,0,0,0,0,32,0
13158,1569,1521,0,0,3,0,0,5,40
13159,5290,5122,34,48,28,0,0,45,13
13160,1812,1683,13,2,6,0,0,31,77
13162,215,215,0,0,0,0,0,0,0
13163,468,415,41,5,0,0,0,0,7
13164,2797,2635,0,0,71,0,0,58,33
13165,10376,9634,113,25,55,0,0,210,339
13166,5616,5423,27,3,48,0,0,54,61
13167,3067,2979,0,0,14,0,0,74,0
13202,6787,2121,3215,62,385,0,60,251,693
13203,16513,8915,3137,330,1315,8,75,1132,1601
13204,18741,9219,4950,202,230,0,43,792,3305
13205,17212,6312,8048,241,448,2,33,869,1259
13206,16723,11437,2740,232,527,10,65,704,1008
13207,12597,5982,5036,98,155,0,41,418,867
13208,22833,10781,5502,16,3365,22,117,1076,1954
13209,12713,10796,403,21,89,14,0,779,611
13210,27916,15956,5485,162,3066,0,49,1002,2196
13211,5861,5040,104,0,80,0,0,213,424
13212,21269,18611,868,65,364,0,0,622,739
13214,8439,6161,963,41,474,0,111,122,567
13215,14952,13159,545,53,260,0,0,422,513
13219,15107,13573,538,35,231,0,39,240,451
13224,8369,4392,2651,32,222,0,0,272,800
13290,0,0,0,0,0,0,0,0,0
13301,168,168,0,0,0,0,0,0,0
13302,1826,1765,1,5,2,0,2,27,24
13303,1065,1041,0,0,0,0,0,5,19
13304,1617,1539,5,0,19,0,0,38,16
13305,220,220,0,0,0,0,0,0,0
13308,3543,3467,0,12,9,0,0,55,0
13309,5748,5495,22,11,25,6,0,98,91
13310,553,553,0,0,0,0,0,0,0
13312,391,374,0,0,0,0,0,4,13
13313,425,412,0,0,0,0,0,0,13
13314,325,325,0,0,0,0,0,0,0
13315,1481,1435,0,0,16,0,0,15,15
13316,6000,5839,29,12,14,0,0,46,60
13317,3926,3657,10,47,27,0,11,93,81
13318,1443,1438,0,2,0,0,0,0,3
13319,561,561,0,0,0,0,0,0,0
13320,2037,2001,5,0,0,0,0,3,28
13321,819,767,0,0,27,0,0,0,25
13322,870,838,9,0,0,0,0,5,18
13323,11282,9999,235,21,231,16,52,243,485
13324,2351,2306,14,4,4,0,0,12,11
13325,1059,1040,0,0,0,0,0,0,19
13326,5419,4744,137,0,191,0,53,151,143
13327,2038,2001,0,1,20,0,0,0,16
13328,1526,1506,5,0,0,0,0,7,8
13329,4227,3931,7,31,8,0,0,73,177
13331,133,133,0,0,0,0,0,0,0
13332,2782,2671,4,20,1,0,20,33,33
13333,34,34,0,0,0,0,0,0,0
13334,1065,1061,0,0,0,0,0,4,0
13335,1370,1271,36,0,17,0,4,8,34
13337,662,611,0,0,15,0,0,0,36
13338,1110,1063,11,19,0,0,6,11,0
13339,6528,5983,16,0,18,0,0,225,286
13340,8097,7770,63,0,4,14,31,93,122
13341,166,162,0,0,4,0,0,0,0
13342,209,209,0,0,0,0,0,0,0
13343,1675,1665,0,0,0,0,0,0,10
13345,130,116,14,0,0,0,0,0,0
13346,6241,5040,256,0,368,0,0,170,407
13348,1411,1343,27,0,5,0,0,23,13
13350,9786,9100,158,31,91,0,22,203,181
13352,11,11,0,0,0,0,0,0,0
13353,13,13,0,0,0,0,0,0,0
13354,3811,3755,0,0,4,0,0,34,18
13355,941,926,0,0,0,0,0,15,0
13357,10786,9838,172,6,152,0,0,191,427
